CAP;Comune;Abitanti;Denominazione;Indirizzo;Proprieta;ComplessoSportivo;CodiceTipologiaImpianto;ImpiantoCoperto: Si/No;Lunghezza;Larghezza;Altezza;ProfonditaMinima(Piscina);ProfonditaMassima(Piscina);SpogliatoiAtleti;ServiziDiversamenteAbili;SpogliatogliArbitri;NumeroSpettatori;ServiziIgieniciSpettatori;ServiziIgieniciSpettatoriDiversamenteAbili;AdeguatoNormeDiSicurezza;Illuminazione;Parcheggi;RealizzatoFunzionante: Si/No;RealizzatoFunzionanteOmologato: Si/No
;;;Palestra;;;;190;Si;35;22,5;7,25;;;Si;;Si;200;Si;;;;Si;Si;No
;;;Piscina;;;;200;Si;25;12,5;5;1,8;1,8;Si;Si;Si;150;Si;Si;Si;Si;Si;Si;No
84030;CAGGIANO;3.010;Calcio a 5;loc. calabri;Pubblica;;40;No;36;18;;;;;Si;;200;Si;Si;;Si;Si;Si;No
84030;;;COMPLESSO SPORTIVO;loc. ciotte;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Polivalente all'aperto;;;;180;No;39;20;;;;Si;Si;;200;Si;Si;Si;Si;Si;Si;No
;;;Campo di calcio;;;;30;No;105;95;;;;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;Si
84080;CALVANICO;1.355;complesso sportivo Scalelle;via scalelle;Pubblica;;180;No;;;;;;Si;;;;;;;Si;;Si;No
84040;CAMEROTA;6.538;polo scolastico Lentiscosa;via trinta;Pubblica;;190;Si;12;16;5;;;;;;;;;;Si;;Si;Si
84040;;;campo di calcio Papa Giovanni SiSiIII;loc. san Lorenzo;Pubblica;;30;No;110;60;;;;Si;Si;Si;900;Si;Si;;Si;Si;Si;No
84040;;;COMPLESSO SPORTIVO;Loc. Piano Lentiscosa;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Peluso Gerardo;;;;30;No;90;50;;;;Si;;Si;600;Si;;;Si;Si;Si;No
;;;Peluso Gerardo;;;;320;No;40;20;;;;Si;;Si;120;Si;;;Si;Si;Si;No
;;;Calcio a 5;;;;40;No;40;20;;;;Si;;Si;210;Si;;;Si;Si;Si;No
84040;;;leon di caprera: Calcio;via delle barche;Pubblica;;30;No;110;60;;;;Si;Si;Si;1.000;Si;Si;;Si;Si;Si;No
84040;;;Campo di calcio;Camerota Capoluogo;Pubblica;;30;;;;;;;;;;;;;;;;;
84040;;;Campo di calcio;Marina di Camerota;Pubblica;;30;;;;;;;;;;;;;;;;;
84022;CAMPAGNA;15.528;campo sportivo Dony Rocco: Calcio;loc. folcata;Pubblica;;30;No;100;60;;;;Si;Si;Si;200;Si;Si;Si;;Si;Si;Si
84022;;;Polifunzionale;Loc. Concezione del Centro Storico;Pubblica;;180;;;;;;;;;;;;;;;;;
84022;;;Palestra Scuola Media Pallavolo;Via Mercaro;Pubblica;;190;;;;;;;;;;;;;;;;;
84022;;;Centro Polivalente;Via SS. 91 per Eboli;Pubblica;;180;;;;;;;;;;;;;;;;;
84040;CAMPORA;563;campo sportivo Perato: Calcio;Loc. Perato;Pubblica;;30;No;105;65;;;;Si;Si;Si;;;;Si;;;Si;No
84040;;;Polivalente  ;Corso Europa;Pubblica;;180;;;;;;;;;;;;;;;;;
84040;CANNALONGA;1.144;Campo di Calcio Poggerola;via del carmine;Pubblica;;30;No;100;60;;;;Si;Si;Si;500;Si;Si;;;Si;Si;Si
84040;;;Calcio a 5;via vignale;Pubblica;;40;No;40;20;;;;;;;;;;;Si;;Si;No
84047;CAPACCIO;20.040;scuola elementare: Pallavolo;via s. d'acquisto;Pubblica;;170;Si;21;12;5;;;Si;;Si;;;;Si;Si;;Si;No
84047;;;scuola elementare: Pallavolo;via spinazzo;Pubblica;;170;Si;20;10;5;;;;;;;;;;Si;;Si;No
84047;;;scuola media Carducci: Pallavolo;via amm. Vecchio;Pubblica;;170;Si;20;10;5;;;Si;;Si;;;;;Si;;Si;No
84047;;;tenente laudano;via chiusa di leone;Pubblica;;30;No;102;63;;;;Si;Si;Si;250;Si;Si;Si;Si;Si;Si;No
84047;;;palestra comunale;viale della Repubblica;Pubblica;;150;Si;28;15;10;;;Si;Si;Si;200;Si;Si;Si;Si;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
84047;;;campo sportivo sant'anna;loc. spinazzo;Pubblica;;30;No;96;58;;;;Si;;Si;100;Si;;;;Si;Si;No
84047;;;campo sportivo s. apadula;via terzi-gromola;Pubblica;;30;No;105;57;;;;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;No
84047;;;campo sportivo mario vecchio;via aldo moro- capaccio scalo;Pubblica;;30;No;105;63;;;;Si;Si;Si;300;Si;Si;Si;Si;Si;Si;No
84070;CASALBUONO;1.301;COMPLESSO SPORTIVO;Via Roma;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Pedane e pistini;;;;11;No;36;18;;;;;Si;;20;Si;Si;Si;Si;Si;Si;No
;;;Pedane e pistini;;;;11;No;45;1,7;;;;;Si;;10;Si;Si;Si;Si;Si;Si;No
;;;Bocce;;;;60;No;28;10;;;;;Si;;20;Si;Si;Si;;Si;Si;No
;;;Tennis;;;;320;No;36;18;;;;;Si;;;;;Si;Si;;Si;No
;;;Polivalente all'aperto;;;;180;No;26,5;18;;;;Si;Si;Si;30;Si;Si;Si;Si;Si;Si;Si
;;;Campo di calcio;;;;30;No;100;60;;;;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;Si
84030;CASALETTO SPARTANO;1.680;Campo da calcio;via italo petrosino;Pubblica;;30;No;90;45;;;;Si;Si;Si;80;Si;Si;Si;Si;Si;Si;No
84030;;;Polivalente;Via Italo Petrosino;Pubblica;;180;;;;;;;;;;;;;;;;;
84040;CASAL VELINO;4.578;campo sportivo ardisani;via ardisani;Pubblica;;30;No;105;52;;;;Si;Si;Si;150;Si;Si;Si;Si;Si;Si;No
84040;;;Polifunzionale;Capoluogo;Pubblica;;180;;;;;;;;;;;;;;;;;
84040;;;Calcetto;Loc. Verduzio;Pubblica;;40;;;;;;;;;;;;;;;;;
84040;;;Campo da calcio;Fraz. Vallo Scalo;Pubblica;;30;;;;;;;;;;;;;;;;;
84040;;;Polifunzionale;Fraz. Acquavella;Pubblica;;180;;;;;;;;;;;;;;;;;
84030;CASELLE IN PITTARI;2.024;Campo di calcio;;Pubblica;;30;No;100;60;;;;Si;Si;Si;1.000;Si;Si;Si;Si;Si;Si;No
84020;CASTEL CIVITA;2.138;campo di calcio zonzi;via e. de filippo;Pubblica;;30;No;100;50;;;;Si;;Si;1.000;Si;;Si;Si;Si;Si;Si
84048;CASTELLABATE;7.952;Campo da calcio;Loc. Acqua del Fico;Pubblica;Si;;;;;;;;;;;;;;;;;;
84048;;;campo sportivo a. carraro;via s. andrea;Pubblica;;30;No;110;60;;;;Si;Si;Si;1.200;Si;Si;Si;Si;Si;Si;Si
84048;;;l.guercio;via f. coppola-s.maria;Pubblica;;190;Si;26;15;6;;;Si;Si;Si;;;;Si;Si;;Si;Si
84048;;;s.s. a. di bartolomei;loc. annunziata- san marco;Pubblica;;30;No;99;50,1;;;;Si;Si;Si;200;Si;Si;Si;Si;Si;Si;Si
84048;;;L. Guercio: Palestra;Via Roma;Pubblica;;190;Si;26;15;7;;;Si;Si;Si;;;;Si;Si;;Si;Si
84048;;;R. Leon Cavallo: Palestra;via catarozzi;Pubblica;;190;Si;26;15;6;;;Si;Si;Si;;;;Si;Si;;Si;Si
84048;;;Da Mimmo: Calcio a 5;contrada franco;Privata;;40;Si;37;21;7;;;;;;;;;Si;;;Si;No
84040;CASTELNUOVO CILENTO;2.251;campo sportivo com. V. Giordano;via campo sportivo;Pubblica;;30;No;100;70;;;;Si;Si;Si;600;Si;Si;Si;Si;Si;Si;No
84040;;;campo da tennis;via campo sportivo;Pubblica;;320;No;24;11;;;;;Si;;100;Si;Si;Si;Si;Si;Si;No
84040;;;campo di calcetto;via campo sportivo;Pubblica;;40;No;37;18;;;;;Si;;300;Si;Si;Si;Si;Si;Si;No
84040;;;campo di calcetto;via Nazionale - Vallo Scalo;Pubblica;;40;No;38;18;;;;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;No
84020;CASTELNUOVO DI CONZA;966;palestra comunale;via Della Rinascita;Pubblica;;190;Si;34,9;16,8;6,8;;;Si;Si;Si;;;;Si;Si;;No;No
84020;;;COMPLESSO SPORTIVO;via Della Rinascita;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;centro sportivo La Rinascita:;Tennis;;;320;No;26;14;;;;Si;Si;Si;100;Si;Si;;Si;Si;Si;No
;;;Campo di Calcio;;;;30;No;105;60;;;;Si;Si;Si;2.500;Si;Si;;Si;Si;Si;Si
;;;Bocce;;;;60;No;28;4;;;;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;No
;;;Bocce;;;;60;No;28;4;;;;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;No
84020;;;centro Indro Montanelli;via Sandro Pertini;Pubblica;;180;No;25,8;13,8;;;;;Si;;200;Si;Si;Si;Si;Si;Si;No
84083;CASTEL SAN GIORGIO;12.635;palestra scuola media;via vincenzo calvanese;Pubblica;;190;Si;45;20;8;;;;;;;;;;Si;;Si;No
84083;;;campo sportivo comunale;via c. napolitano;Pubblica;;30;No;100;50;;;;Si;Si;Si;300;Si;Si;Si;Si;Si;Si;Si
84049;CASTEL SAN LORENZO;3.034;Campo da calcio;Loc. Infitina;Pubblica;;30;No;100;600;;;;Si;Si;Si;;;;;;;Si;No
84090;CASTIGLIONE DEI GENOVESI;1.269;campo sportivo comunale;via provinciale madonelle;Pubblica;;30;No;110;55;;;;Si;;Si;500;Si;;;;Si;Si;No
84013;CAVA DEI TIRRENI;52.428;COMPLESSO SPORTIVO;via mazzini;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;stadio  Simonetta Lamberti;Calcio e Atletica Leggera;;;20;No;105;65;;;;Si;Si;Si;7.000;Si;Si;Si;Si;Si;Si;Si
84013;;;campo sportivo S. Lucia;via g. vitale;Pubblica;;30;No;105;60;;;;Si;Si;Si;;;;;;;Si;Si
84013;;;campo sportivo antonio desiderio;via l. ferrara;Pubblica;;30;No;105;60;;;;Si;;Si;200;Si;;Si;Si;Si;Si;Si
84013;;;campo sportivo san pietro;via s. giovanni bosco;Pubblica;;30;No;100;55;;;;Si;Si;Si;;;;;;;Si;Si
84013;;;palestra scuola elementare;via l. siani 2;Pubblica;;190;Si;12;6;5;;;Si;Si;;;;;Si;Si;;Si;No
84013;;;palestra scuola elementare;via a. salsano 43/c;Pubblica;;190;Si;18;9;7;;;Si;Si;Si;200;Si;Si;Si;Si;Si;Si;Si
84013;;;palestra sc. Med. Carducci-Trezza;via l. pastore;Pubblica;;190;Si;18;9;5;;;;Si;;;;;Si;Si;;Si;No
84013;;;palestra sc. Med. Carducci-Trezza;via c. consalvo;Pubblica;;190;Si;20;10;7;;;Si;Si;Si;200;Si;Si;Si;Si;Si;Si;Si
84013;;;palestra scula media a. balzico;loc. monticelli;Pubblica;;190;Si;20;10;7;;;Si;Si;;200;Si;Si;Si;Si;Si;Si;Si
84013;;;palestra sc. Med. Carducci-Trezza;via c. santoro;Pubblica;;190;Si;18;9;7;;;Si;Si;;;;;Si;Si;;Si;Si
84013;;;palestra scuola media a. balzico;viale g. marconi;Pubblica;;190;Si;20;10;7;;;Si;Si;Si;;;;Si;Si;;Si;Si
84013;;;palestra sc. media papa g. SiSiSiIII;via r. senatore;Pubblica;;190;Si;20;10;5;;;;;;;;;;;;Si;No
84013;;;palestra sc. elementare don bosco;piazza mazzini;Pubblica;;190;Si;20;10;5;;;;;;;;;;;;Si;No
84013;;;Piscina;via Mazzini;Pubblica;;200;Si;25;15;5;1,8;1,8;Si;Si;Si;100;Si;Si;Si;Si;Si;Si;Si
84040;CELLE DI BULGHERIA;2.061;campo sportivo Jacolina;via Canonico De Luca;Pubblica;;30;No;100;60;;;;Si;Si;Si;1.800;Si;Si;Si;Si;Si;Si;Si
84040;;;Polivalente Capoluogo;Loc. Jacolina;Pubblica;;180;;;;;;;;;;;;;;;;;
84040;;;Pista di atletica leggera;Loc. Jacolina;Pubblica;;20;;;;;;;;;;;;;;;;;
84040;;;Campo di calcio;Loc. Palazza Poderia;Pubblica;;30;;;;;;;;;;;;;;;;;
84040;;;Polivalente;Via S. Maria Poderia;Pubblica;;180;;;;;;;;;;;;;;;;;
84051;CENTOLA;4.825;impianto sportivo;loc.ruscello (fraz. S. Severino);Pubblica;;40;No;40;20;;;;Si;;Si;;;;;Si;;Si;No
84051;;;impianto sportivo;loc. lacci;Pubblica;;180;No;45;28;;;;Si;;Si;;;;;;;Si;No
84051;;;impianto sportivo saline;via saline (palinuro);Pubblica;;30;No;106;60;;;;Si;;Si;;;;;;;Si;No
;;;Campo di calcio a 5;Via S. Gaetano;;;40;;;;;;;;;;;;;;;;;
;;;Campo di calcio a 5;Loc. Ruscello;;;40;;;;;;;;;;;;;;;;;
;;;Palestra Scolastica;Via Talamo;;;190;;;;;;;;;;;;;;;;;
;;;Campo di Pallavolo Scolastico;Via C. Pisacane;;;170;;;;;;;;;;;;;;;;;
84052;CERASO;2.494;impianto sportivo s. barbara;via del cenobio;Pubblica;;40;No;32,7;15;;;;Si;Si;Si;20;Si;Si;Si;Si;Si;Si;Si
84052;;;impianto sportivo;loc. s. antonio;Pubblica;;30;No;100,4;60,3;;;;Si;Si;Si;50;Si;Si;Si;Si;Si;Si;Si
84052;;;Polifunzionale;Ceraso Capoluogo;Pubblica;;180;;;;;;;;;;;;;;;;;
84052;;;Campo da calcio;S. Biase;Pubblica;;30;;;;;;;;;;;;;;;;;
84052;;;Campo da calcio a 5;Metoio;Pubblica;;40;;;;;;;;;;;;;;;;;
84010;CETARA;2.355;Cannillo;loc.Cannillo;Pubblica;;40;No;35;25;;;;Si;Si;Si;;;;Si;Si;;Si;No
84010;;;campo di calcetto;via Vieschi;Pubblica;;40;No;35;25;;;;Si;Si;Si;300;Si;Si;Si;Si;Si;Si;No
84053;CICERALE;1.343;impianto sportivo g. voria;;Pubblica;;30;No;105;55;;;;Si;Si;Si;;;;Si;Si;;Si;No
84020;COLLIANO;3.820;impianto sportivo;via Serre;Pubblica;;180;No;24;11;;;;Si;Si;Si;240;Si;Si;Si;Si;Si;Si;Si
84020;;;campo di calcio comunale;via L. Cardone;Pubblica;;30;No;110;60;;;;Si;;Si;800;Si;;;Si;Si;Si;No
84020;;;palestra San Nicola;via San Nicola;Pubblica;;190;Si;28;15;9;;;Si;Si;Si;400;Si;Si;Si;Si;Si;Si;Si
84020;;;campo S. Vittore;loc. S. Vittore;Pubblica;;30;No;90;50;;;;;;n;;;;;;;Si;No
84010;CONCA DEI MARINI;697;polisportiva conca dei marini;via I maggio;Pubblica;;180;No;36;16;;;;Si;Si;Si;35;Si;Si;Si;Si;Si;Si;Si
84020;CONTRONE;940;campo di calcio;loc. Controzzole;Pubblica;;30;No;100;60;;;;Si;Si;Si;100;Si;Si;Si;;Si;Si;No
84020;;;palestra polifunzionale: Basket;loc. Controzzole;Pubblica;;150;Si;40;20;8;;;Si;Si;Si;;;;Si;Si;;No;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
84024;CONTURSI TERME;3.182;campo sportivo;tufaro;Pubblica;;30;No;100;60;;;;Si;Si;Si;500;Si;Si;Si;;Si;Si;Si
84010;CORBARA;2.455;palestra com. scuola elementare;via Tenente Lignola;Pubblica;;190;Si;16,5;8;5;;;Si;Si;;;;;Si;Si;;Si;No
84010;;;COMPLESSO SPORTIVO;via Tenente Lignola;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;campo comunale: calcio a 5;;;;40;No;25;15;;;;Si;;Si;;;;;Si;;Si;No
;;;Calcio;;;;30;No;100;50;;;;Si;;Si;;;;;Si;;Si;No
84020;CORLETO MONFORTE;742;campo di calcio G. Zaccardi;piazza Municipio;Pubblica;;40;No;80;30;;;;;Si;;500;Si;Si;Si;Si;Si;Si;Si
84050;CUCCARO VETERE;622;impianto di calcetto;via convento;Pubblica;;40;No;36;16;;;;Si;Si;Si;;;;Si;Si;;Si;No
84050;;;impianto di equitazione;loc. baita;Pubblica;;261;No;;;;;;Si;Si;Si;;;;Si;;;No;No
84050;;;impianto di calcio;via san vito loc. lago;Pubblica;;30;No;100;50;;;;Si;;Si;;;;;;;Si;Si
84025;EBOLI;35.944;COMPLESSO SPORTIVO;rione della pace;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;palestra Pietro da Eboli;Calcio a 5;;;40;Si;36;18;7;;;Si;;Si;100;Si;;Si;Si;Si;Si;Si
;;;Pallacanestro;;;;150;;;;;;;;;;;;;;;;;
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
84025;;;COMPLESSO SPORTIVO;via dell'Atletica;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Palasele: Pallacanestro;;;;150;Si;40;20;7;;;Si;Si;Si;6.500;Si;Si;Si;Si;Si;Si;Si
;;;Pallamano;;;;160;;;;;;;;;;;;;;;;;
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
84025;;;campo sportivo Massajoli;rione della pace;Pubblica;;30;No;100;60;;;;Si;;Si;3.000;Si;;;Si;Si;Si;Si
84025;;;campo sportivo Dirceu: Atl/Calcio;via dell'Atletica;Pubblica;;20;No;102;64;;;;Si;;Si;12.000;Si;;Si;Si;Si;Si;Si
84025;;;Struttura Sportiva S. Antonio;Via S. Antonio;Pubblica;;180;;;;;;;;;;;;;;;;;
84025;;;Campo Sportivo Cioffi;Loc. Cioffi;Pubblica;;180;;;;;;;;;;;;;;;;;
84025;;;Centro Sportivo Spartacus;Loc. S. Cecilia;Pubblica;;180;;;;;;;;;;;;;;;;;
84055;FELITTO;1.390;Piscina comunale;loc. Pietracute;Pubblica;;30;No;100;50;;;;Si;;Si;;;;;;;No;No
84055;;;Campo di calcetto;loc. Pietracute;Pubblica;;40;;;;;;;;;;;;;;;;;
84055;;;campetto da tennis;loc. Pietracute;Pubblica;;320;;;;;;;;;;;;;;;;;
84055;;;Campo da calcio;loc. Pietracute;Pubblica;;30;;;;;;;;;;;;;;;;;
84084;FISCIANO;12.267;campetto sportivo;fraz. sette fichi;Pubblica;;40;No;32,5;20,5;;;;Si;;Si;30;Si;;;Si;Si;Si;No
84084;;;campo sportivo p. vittoria;strada provinciale 91;Pubblica;;20;No;104;65;;;;Si;;Si;;;;Si;Si;;Si;No
84084;;;campo polivalente penta;via a.fortunato(penta);Pubblica;;180;No;38;18;;;;Si;Si;Si;90;Si;Si;Si;Si;Si;Si;No
84084;;;campetto polivalente;via t. nastri (lancusi);Pubblica;;180;No;37;16,9;;;;Si;;Si;60;Si;;Si;Si;Si;Si;No
84010;FURORE;810;campo da tennis Furore In;via S. Elia;Pubblica;;320;No;36;18;;;;;;;;;;;;;Si;No
84050;FUTANI;1.292;impianto sportivo comunale;loc. galluzzi;Pubblica;;30;No;100;50;;;;Si;Si;Si;150;Si;Si;Si;Si;Si;Si;Si
84050;;;impianto sportivo comunale;loc. galluzzi;Pubblica;;320;No;;;;;;;;;;;;;;;Si;No
84090;GIFFONI SEI CASALI;4.168;campo di calcetto malche;via malche;Pubblica;;40;No;40;20;;;;Si;Si;Si;;;;;Si;;Si;No
84090;;;campo di calcio prepezzano;via europa;Pubblica;;30;No;100;50;;;;Si;Si;Si;;;;;Si;;Si;No
84095;GIFFONI VALLE PIANA;10.982;campo sportivo Giuseppe Troisi;via Cappuccini;Pubblica;;30;No;106;68;;;;Si;Si;Si;10.600;Si;Si;Si;Si;Si;Si;Si
84056;GIOI;1.465;campo sportivo Nicola Giacumbi;loc. Piscicolo;Pubblica;;30;No;120;65;;;;Si;;Si;;;;Si;;;Si;No
84056;;;campo polifunzionale;loc. S. Paolo;Pubblica;;180;No;32;16;;;;Si;Si;Si;;;;Si;Si;;Si;Si
84056;;;campo polifunzionale;Cardile - fraz. Gioi;Pubblica;;180;No;38;18;;;;Si;Si;Si;200;Si;Si;Si;Si;Si;Si;No
84056;;;palestra scolastica: Pallacanestro;via L. Salvati;Pubblica;;150;Si;20;8;5;;;;Si;;;;;Si;Si;;Si;Si
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
84050;GIUNGANO;1.114;campo di calcio;loc. Piana;Pubblica;;30;No;100;56;;;;Si;;Si;;;;Si;Si;;Si;Si
;;;Palestra Comunale;via g.Bruno;;;190;;;;;;;;;;;;;;;;;
;;;Centro Sportivo;Loc Costarelle;Pubblica;;180;;;;;;;;;;;;;;;;;
84050;LAUREANA CILENTO;1.078;campo calcetto matonti;;Pubblica;;40;No;40;20;;;;Si;Si;Si;;;;Si;Si;;Si;No
84050;;;campo di calcio san lorenzo;;Pubblica;;30;No;90;45;;;;Si;;Si;300;Si;;;Si;Si;No;No
84050;;;tennis matonti;;Pubblica;;320;No;40;20;;;;Si;Si;Si;;;;;Si;;Si;No
84050;;;pattinaggio san lorenzo;;Pubblica;;111;No;60;40;;;;;;;;;;;;;Si;No
84050;;;tennis san lorenzo;;Pubblica;;320;No;40;20;;;;;;;;;;;;;Si;No
84057;LAURINO;1.950;campo di calcio;loc. Patri;Pubblica;;30;No;100;45;;;;Si;Si;Si;;;;;;;No;No
84050;;;campo di calcio;;Pubblica;;30;No;95;45;;;;Si;Si;Si;70;Si;Si;Si;;Si;Si;Si
84050;;;campo di calcetto;;Pubblica;;40;No;40;20;;;;Si;;Si;100;Si;;Si;Si;Si;Si;No
84050;;;campo polivalente   ;;Pubblica;;180;No;40;20;;;;Si;;Si;50;Si;;Si;Si;Si;Si;No
84050;;;campo da tennis;;Pubblica;;320;No;26;15;;;;Si;Si;Si;70;Si;Si;Si;Si;Si;Si;No
;LAURITO;966;Campo di calcio;Arie Longhe;;;30;;;;;;;;;;;;;;;;;
;;;Campo di Tennis;Arie Longhe;;;320;;;;;;;;;;;;;;;;;
;;;Campo di calcetto;A. Ferrara;;;40;;;;;;;;;;;;;;;;;
;;;Polivalente;A. Ferrara;;;180;;;;;;;;;;;;;;;;;
84020;LAVIANO;1.590;complesso Anfiteatro;;Pubblica;;40;No;40;20;;;;Si;Si;Si;500;Si;Si;Si;Si;Si;Si;No
84020;;;complesso Anfiteatro;;Pubblica;;320;No;30;20;;;;Si;Si;Si;500;Si;Si;Si;Si;Si;Si;No
84020;;;complesso Anfiteatro;;Pubblica;;60;No;17;3;;;;Si;Si;Si;500;Si;Si;Si;Si;Si;Si;No
84020;;;campo sportivo Palmiro Fasano;loc. Magnolino;Pubblica;;30;No;100;60;;;;Si;Si;Si;;;;Si;Si;;Si;No
84050;LUSTRA;1.108;campo sportivo Rocca Cilento;loc. Rocca;Pubblica;;30;No;100;60;;;;Si;Si;Si;;;;Si;Si;;Si;No
84050;MAGLIANO VETERE;887;campo di calcetto;;Pubblica;;40;No;44,5;24;;;;;;;;;;;;;Si;No
84050;;;campo di calcetto;fraz. Magliano Nuovo;Pubblica;;40;No;44,52;23,42;;;;Si;Si;Si;;;;Si;Si;;Si;No
84050;;;campo di tennis e volley;loc. Serre;Pubblica;;180;No;34,75;17;;;;;;;;;;Si;Si;;Si;No
84010;MAIORI;5.745;campo di calcetto;via Capitolo;Pubblica;;40;No;36;19;;;;Si;;Si;500;Si;;Si;Si;Si;Si;Si
84010;;;campo sportivo S. Martino;Via Demanio;Pubblica;;30;No;105;60;;;;Si;;Si;1.000;Si;;;;Si;Si;Si
84085;MERCATO SAN SEVERINO;20.232;campo sportivo Superga;via campo sportivo;Pubblica;;30;No;104;62;;;;Si;Si;Si;300;Si;Si;Si;Si;Si;Si;Si
84010;MINORI;3.012;campo polivalente Leo Rieto;Via Roma;Pubblica;;180;No;40;20;;;;Si;;Si;150;Si;;Si;Si;Si;Si;No
84010;;;tendostruttura comunale;via Giovanni SiSiIII;Pubblica;;150;Si;40;20;5;;;Si;Si;;;;;Si;Si;;Si;Si
84060;MOIO DELLA CIVITELLA;1.823;campo di calcio;loc. Molegnana;Pubblica;;30;No;120;60;;;;Si;Si;Si;;;;;;;Si;No
84060;;;palestra scolastica;loc. Macchiarella;Pubblica;;190;Si;24;15;7,2;;;Si;Si;Si;;;;Si;Si;;Si;No
84060;;;impianto polivalente;loc. Molegnana;Pubblica;;180;No;40;20;;;;Si;Si;Si;;;;Si;Si;;Si;No
84060;;;COMPLESSO SPORTIVO;;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Sport Equestri;Ippodromo;;;262;No;;;;;;;;;;;;;;;Si;No
;;;Sport Equestri;maneggi e galoppatoi;;;261;;;;;;;;;;;;;;;;;
84060;MONTANO ANTILIA;2.219;campo sportivo;loc.piano isaia;Pubblica;;30;No;105;60;;;;Si;Si;Si;400;Si;Si;Si;Si;Si;Si;No
84060;MONTECORICE;2.474;campo di calcetto ;fraz. Assunta;Pubblica;;40;No;40;20;;;;Si;Si;;;;;Si;Si;;Si;No
84060;;;campo di calcio;via Roma;Pubblica;;30;No;110;60;;;;Si;Si;Si;;;;Si;Si;;Si;No
84090;MONTECORVINO PUGLIANO;7.811;;fraz. Macchia;Pubblica;;20;No;110;60;;;;Si;;Si;250;Si;;;Si;Si;Si;No
84090;;;campo di calcio Pietro Decoroso;via Pace;Pubblica;;30;No;90;60;;;;Si;;Si;250;Si;;;Si;Si;Si;No
84046;MONTECORVINO ROVELLA;11.558;Campo di calcio;;;;30;;;;;;;;;;;;;;;;;
;;;Campo di calcio;Fraz: Macchia;;;30;;;;;;;;;;;;;;;;;
;;;Polivalente;Fraz: Macchia;;;180;;;;;;;;;;;;;;;;;
;;;Palestra S.M.;R. Trifone;;;190;;;;;;;;;;;;;;;;;
84060;MONTEFORTE CILENTO;624;campo di calcio comunale;loc. Gavati;Pubblica;;30;No;100;50;;;;Si;Si;Si;100;Si;Si;Si;;Si;Si;Si
84060;;;Polivalente;Loc. Carbonaro;Pubblica;;180;;;;;;;;;;;;;;;;;
84060;;;Polivante ;Loc. Carbonaro;Pubblica;;180;;;;;;;;;;;;;;;;;
84030;MONTE SAN GIACOMO;1.675;COMPLESSO SPORTIVO;via Sant'Anna;Pubblica;Si;;;;;;;;;;;;;;;;;;
84030;;;campo di calcio ;Via P. Nenni;Pubblica;;30;No;104;52,3;;;;Si;Si;Si;400;Si;Si;Si;Si;Si;Si;Si
84030;;;Polivalente all'aperto;Via P. Nenni;Pubblica;;180;No;30;15;;;;Si;Si;Si;70;Si;Si;Si;Si;Si;Si;No
84033;MONTESANO SULLA MARC.;7.285;impianto polifunzionale tardiano;loc. lamarrone;Pubblica;;180;No;23;13;;;;Si;Si;Si;;;;Si;Si;;Si;No
84033;;;impianto polif. prato comune;strada provinciale;Pubblica;;180;No;44;24;;;;Si;Si;Si;25;Si;Si;Si;Si;Si;Si;No
84033;;;campo sportivo gagliardi;strada provinciale;Pubblica;;30;No;104;50;;;;Si;Si;;50;Si;;;Si;Si;Si;No
84033;;;campo sportivo di giuda;via tempa pilone;Pubblica;;30;No;104;57;;;;Si;Si;;120;Si;;;Si;Si;Si;No
84030;MORIGERATI;780;campo di calcio;loc. filiture;Pubblica;;30;No;96;53;;;;Si;;;100;Si;;;;Si;Si;No
84030;;;campo di calcetto;loc. filiture;Pubblica;;40;No;35;20;;;;Si;;;50;Si;;;;Si;Si;No
84030;;;campo di calcetto;s.p. morigerati-vibonati;Pubblica;;40;No;37,73;20,88;;;;Si;Si;Si;90;Si;Si;Si;Si;Si;Si;No
84030;;;campo di calcio;fraz. Sicilì;Pubblica;;30;No;100;50;;;;Si;Si;Si;;;;Si;Si;;Si;No
84030;;;campo di calcetto;fraz. Sicilì;Pubblica;;40;No;38;18;;;;Si;Si;Si;90;Si;Si;Si;Si;Si;Si;No
